title,cluster_number
fujitsu ltd group net profit 21.61 billion yen vs 38.93 billion (year to mar 31),0
japan oil industry decontrol may lead to mergers,0
fujitsu ltd  group year ended march 31,0
japan ready to use diplomacy for gulf security,0
fujitsu group forecasts 75 pct rise in net profits,0
food surpluses obscure continuing starvation,0
singapore government securities market starts well,0
mees newsletter says oman offers oil discounts,0
"uk conservatives lead labour by seven points, poll",0
malaysian rubber output recovers from wintering,0
japan to use tax carry-over to help fund package,0
central bank head says philippine growth on target,0
belgian february industry output down on year ago,0
bundesbank sets 28-day securities repurchase tender at minimum 3.50 pct,0
bundesbank sets new repurchase tender,0
storehouse reports higher profits in 1986/87,0
norcros profits advance in 1986/87,0
cyprus bank strike averted,0
south korean firms fear loan cuts may hurt exports,0
fujitsu says some issues resolved in ibm dispute,0
"daiwa house equity warrant increased, fixed",0
german gnp figures publication delayed,0
stad rotterdam takes stake in swiss-owned insurer,0
nabisco expected to issue dollar straight,0
final terms set on eagle industry warrant bond,0
japan raises limits on non-life insurers' lending,0
duffour igon gives backing to aga takeover bid,0
japan to set microchip production guidelines,0
santos to acquire total exploration australia,0
belgian public debt rises in april,0
poehl looks set for eight more years at bundesbank,0
finland's current account in deficit in 1st qtr,1
rjr nabisco inc issues 100 mln dlr eurobond,2
iberduero issues 150 mln swiss franc bond,2
japan highway corp plans to issue ecu bond,0
japan to buy three billion yen u.s. supercomputer,0
nationale-nederlanden expects to match 1986 profit,0
de la rue raises annual profits by 12.7 pct,0
china seen unlikely to raise sugar imports,0
"uae trade, current account surpluses narrow",0
kuwait rejects iranian spy boat charges,0
"uae trade, current account surpluses narrow",0
"bp cuts north sea propane price, butane unchanged",0
oman central bank to issue treasury bills,0
"saudi arabia will not agree ""mad"" oil price rise",0
taiwan curbs inflows of foreign exchange,0
cnp of portugal mandates 250 mln dlr loan,2
"u.k. reserves rise underlying 4.8 billion dlrs in may, (2.9 billion april) - official",0
u.k. reserves show record underlying rise in may,0
"china delays reform because of politics, economics",0
china takes serious view of mfa extension,0
canada issues 80 billion yen eurobond,0
hoechst sales fall in first five months,0
u.k. building societies join bank clearing system,0
"nakasone, sumita agree discount rate cut not appropriate now - central bank sources",0
world bank can aid philippines' land development,0
mitsubishi chemical issues equity warrant bond,0
new primary market rules to take effect june 15,0
"nakasone, sumita agree rate cut not appropriate",0
nabisco expected to issue dollar straight,0
rjr nabisco inc issues 100 mln dlr eurobond,2
japan raises limits on non-life insurers' lending,0
japan to use tax carry-over to help fund package,0
japan concerned at ec trade threats - minister,0
"intel, matra-harris dissolve cimatel partnership",0
glynwed buys gallaher units for around 14 mln stg,2
italian minister approves telecommunications firm,0
"kuwaiti dinar rates firm, aid window open",0
few expect new economic initiatives in venice,0
newbery  fails in getting longterm funding,0
ship prepares to load wheat for fiji at geelong,0
boeing  starts argosystems  bid,0
"dumez has 478,125 united westburneshares",0
italy's agip petroli buys stake in u.s. company,0
researchers find promising anti-aids agent,0
carolco  may bid for lieberman,0
rainier  to have loss from provision,0
"bomb threats, strikes as fiji sees end trade ban",0
saudi arabia opposes drastic change in oil price,0
hanson trust shows sharply higher half-year profit,0
harnischfeger industries inc  2nd qtr net,1
u.k. reserves lift hopes of further base rate cut,0
seal inc  2nd qtr april 30 net,1
eni unit agip petroli buys stake in u.s. company,3
rainier realty  note interest raised,0
s.africa expected to unveil expansionary budget,0
alaska air  load factor up in may,0
del e. webb investment properties inc,0
basix corp  to sell unit to cubic,3
aar  eleasing unit sells five aircraft,3
oncor inc  1st qtr loss,1
new problems for world bank in debt strategy,0
gm unit  negotiating for british contract,3
"resdel , san/bar  in merger deal",0
"colombo to defend waters, india readies flotilla",0
lawson says louvre currency accord satisfactory,0
centel  completes sale,0
unilever capital corp issues nz dlr eurobond,0
amoco  canada offer to top one billion dlrs,0
"w.r. grace , berisford plan cocoa venture",0
"nyse to delist wedtech corp stock, debentures",0
csr says it is proceeding with offer for monier,0
westport bancorp  100 pct stock dividend,0
comp-u-card international inc  1st qtr,1
comp-u-card  plans name change,0
hog and cattle slaughter guesstimates,0
african bank official confident on loan repayments,0
nyse to suspend and delist wedtech  issues,0
montrose holding to acquire virginia federal,0
final terms set on tokyo rope equity warrant bond,0
bell canada plans long distance toll cut,0
"u.s. april factory orders rose 0.2 pct, excluding defense orders fell 0.2 pct",0
/u.s. non-farm productivity rose revised 0.5 pct in 1st qtr instead of 1.7 pct,1
/u.s. sales of single-family homes rose 7.6 pct in april after revised 2.7 pct march drop,0
u.s. non-farm productivity rose 0.5 pct in qtr,1
u.s. and soviets draft euromissile treaty,0
brazil's sarney renews call for war on inflation,0
"reagan says volcker will not accept 3rd term as fed chairman, nominates greenspan",0
u.s. home sales rose 7.6 pct in april,0
brixton estate launches unlimited stg cp program,0
reagan says volcker will not serve new term,0
belgian public spending deficit falls in may,0
christiania raises amount of gold linked bond,0
u.s. factory orders rose 0.2 pct in april,0
pakistan says good economic growth continues,0
greenspan says there is evidence dollar has bottomed out,0
bank of france leaves intervention rate unchanged at 7-3/4 pct - official,0
greenspan sees evidence dollar fall over,0
"u.s. gold, silver, platinum soar on volcker rejection of 3rd term",0
"icco buys 5,000 tonnes cocoa for buffer stock",0
yankee cos  seeks debt restructuring,0
q-med  sees sharply higher revenues,0
acme precision  buyout bid dropped,0
dominion  unit sells 30-year bonds,3
general signal  low bidder on radio job,0
williams  reincorporates in delaware,0
noble affiliates  sells convertible debt,0
meridian insurance  in nasdaq expansion,0
canon sales issues 100 mln dlr warrant bond,2
italian barley crop reported in good condition,0
asian development bank issues 50 mln stg eurobond,2
data general  offers new network products,0
perpetual savings  sets holding company,0
"pep boys - manny, moe and jack inc  1st qtr",1
elders happy to leave carling shares outstanding,0
ec farm ministers disagree on direct income aids,0
one of two sara lee  strikes settled,0
cray  gets 3.6 mln dlr computer order,2
portugal contracts for 150 mln ecu loan,2
"chicken not main salmonella cause, official says",0
u.s. house panel votes to speed up corn payments,0
jones and vining  starts bid for shares,0
healthsouth  makes acquisition,0
banc one  makes indiana acquisition,0
pentland industries plc holders approve split,0
orion broadcast  buys ford  unit,3
ec budget ministers set to refuse plea for cash,0
orbit  unit increases backlog,3
"south africa says 1,500 still detainees",0
japanese farmers protest opening markets,0
london gold 1500 fix - june 2 - 455.00 dlrs,0
fresh debate on norway's ec membership welcomed,0
gulf and western inc 2nd qtr shr 86 cts vs 73 cts,1
phh group inc  4th qtr april 30 net,1
volcker in letter declines new fed term,0
lawson calls intervention proof of stability goal,0
fed not expected to take money market action,0
gulf and western inc  2nd qtr april 30 net,1
allegis said it is creating a limited partnership to sell some canadian hotels,0
brown group inc 1st qtr shr 56 cts vs 42 cts,1
allegis said it sees proceeds of 350 mln canadian dlrs when hotels are sold,2
"icco buffer stock manager buys 5,000 tonnes - official",0
csfb economist says voclker's resignation a shock,0
shearson economist says volcker effect short-term,0
perry drug stores  names new president,0
micro d  in agreement with zenith,0
turkish trade deficit widens in april,0
united financial banking  1st qtr net,1
dreyfus  introduces stock index fund,0
sen dole says greenspan will be good fed chairman,0
brown group inc  1st qtr may 2 net,1
u.s. energy secretary sees higher oil prices,0
mutual of omaha interest shares inc  payout,0
northwest teleproductions  4th qtr net,1
"u.s. judge says to decide burlington request for samjens injunction in ""few days""",0
treasury's baker says g-7 agree on policy coordination process,0
judge to decide burlington  in several days,0
coleco  subordinated debt downgraded by s/p,0
"u.k.'s lawson calls volcker outstanding fed chairman, says greenspan excellent successor",0
allegis  to sell canadian hotels,0
royal bank of canada 2nd qtr shr 83 cts vs 1.05 dlrs,1
american micro signs three-year service pact,0
fed says it sets two day matched sales,0
raycomm transworld  to make acquisition,0
3m  acquires control data  unit,3
mellon  signs pact with 21 banks,0
pharmacia  establishes venture fund,0
pillsbury co  regular dividend set,0
gulf and western  sees record fiscal year,0
lukman sees stable oil price for next couple years,0
bundesbank credit policy changes unlikely,0
ugandan goodwill mission to visit kenya,0
new york life offering a global mutual fund,0
societe generale debt ratings affirmed by s/p,0
bundesbank sources say volcker move regretted,0
treasury's baker sees coordination process,0
vancouver stock exchange lists diaem resources,0
alcan reduces cost of planned smelter,0
zim energy  revises loss upward,0
german experts say no further economic stimulus,0
royal bank of canada (ry.to) 2nd qtr april 30 net,1
dutch finance minister applauds new fed chief,0
synercom technology  executive leaves,0
ex-usda official urges chicken handling labels,0
proxmire says volcker retirement a loss for u.s.,0
century  to buy to puerto rican co,0
st. germain regrets volcker stepping down,0
bbc declines comment on u.k. poll rumours,0
u.s. weighs lifting japanese trade curbs,0
csfb economist says voclker's resignation a shock,0
u.s. house speaker wright concerned of interest rate rise under greenspan,0
lawson says volcker oustanding fed chairman,0
energy secretary sees higher oil prices,0
danish reserves rise 10.5 billion crowns in may,0
african development bank seeks coffee cooperation,0
stewart  sells plant to sara lee,0
tandy  debt may be upgraded by moody's,0
gateway  cuts adapter card cost 25 pct,0
security bancorp  merges two units,0
lopat industries  has profitable month,0
spartech  may buy 10 pct of its stock,0
g and w  names pennzoil's liedtke to board,0
immunomedics  has new linker technology,0
wharf resources  sets deal with nevard,0
aep industries inc  2nd qtr april 30,1
hadron  gets customs service contract,0
mfs multimarket income trust sets dividend,0
jim walter corp  sets regular payout,0
hudson general corp  sets dividend,0
gulf and western inc  sets quarterly payout,0
italian economists regret volcker decision,0
tracor  sees better year,0
tight far east freight space hits sugar market,0
"azt supresses diseases besides aids, researchers",0
u.s. speaker fears higher rates under greenspan,0
u.k. merchant banks to join tokyo exchange in 1988,0
stoltenberg praises fed's volcker,0
moody's upgrades bell atlantic's  n.j. bell,0
hf ahmanson  estimates cut by goldman sachs,0
ncnb  to merge with (centrabank),0
leutwiler wants firmer mark against sfr,0
tenneco  unit starts serving ppg,3
"spectra-physics  mulls sale, restructure",0
magma  ends talks with socal edison,0
kroger  says union rejects contract,0
integrated  unit in initial offering,3
"volcker departure revives dlr, inflation fears",0
air canada posts turnaround in first quarter,0
royal bank (ry.to) reclassifies brazil loans,0
atlantic richfield  unit buys technology,3
small rise seen in u.s. gasoline inventories,0
(piper aircraft) resumes output of some models,0
shultz welcomes tokyo economic package,0
champion home  sells two properties,0
acp states say ec oils tax plan breaks accords,0
salomon  announces global stock indexes,0
burlington coat factory  2nd qtr net,1
valley capital  in nasdaq expansion,0
german officials have no comment on baker remark,0
cml group inc  3rd qtr net,1
sterling bancorp has no comment on activity,0
ball corp  completes acquisition of verac,0
nodaway valley co  1st qtr net,1
uaw chief displeased with greenspan appointment,0
need for bigger allied force in gulf played down,0
kemp praises greenspan views on monetary reform,0
chicago pacific  shows confidence,0
"balladur undecided on future, spokesman says",0
telerate inc  sets quarterly,0
zayre corp  sets regular payout,0
gamma biologicals inc  4th qtr march 31,1
greenspan seen as strong inflation fighter,0
putnam launhces new global income fund,0
intelligent  unit introduces fax products,3
barnes  unit to construct new plant,3
"neotech, texas instruments  in venture",0
american stores  unit elects new chairman,3
att  introduces overview scanner,0
bormon in final phase of building transport,0
electrosound  says official has resigned,0
skyline  expects to begin mine in july,0
soycomplex could rally on tight u.s. feed supply,0
manor  unit gets record franchise bids,3
robinson nugent  plant has fire,0
london house inc  year april 30 net,0
munson transportation postpones initial offering,0
group has 5.2 pct of distributed logic,0
gm  praises greenspan appointment,0
moody's sees more losses in mortgage insurance,0
kaufman says greenspan nomination bad for bonds,0
major u.s. pipeline may be closed several days,0
neti technologies  sells subsidiary,0
pacificorp  buys buys computer firm,0
k-tron  elects new president,0
"fnma sets 8.55 pct, 9.20 pct coupons on 1.5 billion debt offer",0
fmc corp  in peroxide venture,0
alternacare  chairman steps down,0
consolidated oil  warrants price unchanged,0
lac  reaffirms forecast for higher net,0
disc  gets order from miniscribe,0
"hoffman-la roche, lilly  in license pact",0
united services  sells preferred,0
newbery corp expects to file for bankruptcy by the end of the week,0
chicago pacific  to repurchase notes,0
fnma sets rate on debenture offering,0
amoco  canada says share amount undecided,0
designs inc  initial offering underway,0
rcm technologies  warrants exercisable,0
"noranda forest sees strong profit, chairman",0
investment firm ups france fund  stake,0
southern  unit preferred offering underway,3
scott paper  sets modernization program,0
citizens  says it will incur expense,0
international  sets new sound technology,0
lynch  plans offer for becor  stock,0
munson transportation delays initial offer,0
socal edison plans no major new plants,0
overseas  sees opec quotas key to rates,0
canada 7 year and 3 month bonds yield 9.40 pct - official,0
overseas shipholding group  sets payout,0
lowe's cos  raises quarterly one ct,0
b.f. goodrich   canada studies plant,0
chicago pacific  to repurchase notes,0
mcdermott international inc  sets quarterly,0
newbery  expects to file for bankruptcy,0
"icco buffer stock manager to buy 3,000 tonnes cocoa wednesday, june 3 - official",0
"icco buffer to buy 3,000 tonnes cocoa june 3",0
group lifts stake in scandinavia fund,0
lowe's  may sales up 11 pct,0
mueller brass lowers product prices,0
mercantile stores  sets 2-1/2-for-1 split,0
amr  completes preferred stock placement,0
fuel storage tanks in france burst into flames,0
pay 'n pak  receives amended proposal,0
first tennessee  sells 12-year notes,0
u.s. to protect only american ships,0
viacom says federal court rejects request to block planned merger,0
investors savings bank  sets payout,0
asamera  completes refinery sale,0
s/p may downgrade hospital corp's 1.8 billion dlrs of debt,0
court declines to block viacom  merger,0
hospital corp  may be downgraded by s/p,0
aegon n.v.  buys life investors shares,0
wesbanco  acquiring bank of sissonville,0
"moody's affirms computer assoc , uccel",0
nuclear data  financial data qualified,0
municipal financial corp  six mths net,0
commonwealth mortgage  4th qtr net,1
congressman questions insider trading enforcement,0
harcourt chief says managers are confident,0
norstar  debt downgraded by s/p,0
gm  labor talks to open july 27,0
north american ventures  sells common,0
aaron rents inc  year net,0
"u.k. bankers laud volcker, unsure about greenspan",0
northeast utilities  unit sells stock,3
holllinger  paying 50 mln dlrs for buy,2
texas eastern  unit files for new rates,3
usx  unit raises prices on certain grades,3
central maine  seeks cogenerator sponsors,0
"spartech  has 475,000 dlrs for buyback",0
reagan seeks romania trade concession,0
timberline industries inc  1st qtr net,1
rainier bancorp  names new unit exec,3
corbus  president named ceo,0
"s/p may upgrade computer assoc , uccel",0
autodesk  sells stock,0
ccc accepts bonus on barley to saudi arabia,0
"rockwell , u s west  unit in pact",3
no prospect in sight of ec budget accord,0
ahmanson to post 2nd qtr writeoff of 24 mln dlrs on fslic reserve investment,2
data general  sees little sales upturn,0
senate clears way for passage of money bill,0
noland  may sales declines 11 pct,0
ahmanson said it postponed sale of up to one billion dlrs of securities,0
last-minute opposition to gulf bill arises,0
u.s. selling 13.2 billion dlrs of 3 and 6-mo bills june 8 to pay down 1.3 billion dlrs,0
u.s. to sell 13.2 billion dlrs of bills,0
u.s. weekly electric output up 6.8 pct from 1986,0
usda sets 0/92 provision for some producers,0
ccc accepts bonus on poultry to iraq -- usda,0
ccc accepts bonus on poultry to egypt -- usda,0
deutsche bank says no support for vw management,0
bill with farm money nears u.s. senate okay,0
phelps dodge  sees stronger copper prices,0
ccc credit guarantees to haiti amended,0
u.s. sugar  president to retire,0
texas american energy corp  1st qtr,1
braniff inc  may traffic rose,0
central pennsylvania  adjusts results,0
sweet victory  continues on nasdaq,0
trustcompany bancorp  ups qtly dividend,0
general electric  sells engines to bahrain,0
shawmut  changes name of subsidiary,0
piedmont airlines  reports cargo results,0
bristol-myers co  declares dividend,0
cbs/fox video sees higher 1987 revenues,0
daniel  unit gets pipeline contract,3
intermetco ltd  six mths april 30 net,0
s/p downgrades allegheny intl  senior debt,0
fed to release u.s. april consumer credit june 5,0
u.s. wheat in senegal market -- usda,0
sears  downgraded by e.f. hutton,0
volcker leaving despite reagan requests to stay,0
professor lifts banc texas  preferred stake,0
ahmanson  to take 2nd qtr writeoff,1
investment crucial to u.s. textile recovery,0
six months march 31 net,0
fgic corp  qtly dividend,0
di industries florida unit gets water contract,3
rains aid manitoba crops during week,0
atlas yellowknife  six mths loss,0
woodward's ltd  1st qtr may 2 loss,1
commonwealth mortgage co inc  4th qtr,1
central maine  seeks cogenerator sponsors,0
"api says distillate stocks up 2.85 mln bbls, gasoline off 2.37 mln, crude off 1.13 mln",2
reagan names rogers to nuclear agency,0
stockholders won't pursue continental  bid,0
bell atlantic  files for new york service,0
u.s subcommittee approves development bank funds,0
bank of canada welcomes greenspan appointment,0
phelps dodge  sets sights on acquisition,0
lilly  to pay roche royalties on humatrope,0
"mercantile bancorp sees 2nd qtr loss of 33 mln dlrs, year profit of two mln",2
pacific lighting corp  sets qtly div,0
treasury to publish u.s. reserve assets monthly,0
alaska air group inc  sets qtly div,0
mexico has no plans to leave ico,0
"mercantile  raises reserve, sees loss",0
amoco  says dome  buy good for canada,0
minntech corp  4th qtr mar 31 net,1
tcby  withdraws registration,0
u.s. house passes gulf bill despite opposition,0
u.s. senate team wants multinational gulf force,0
"abrams says he ""honest but wrong""",0
coniston asks dot to review allegis-boeing deal,0
colombian group suspends bombings of pipelines,0
cftc clarifies commodity trading advisor rules,0
investment firms have 7.7 pct of midway,0
watkins-johnson  wins contract,0
wickes  completes purchase,0
cominco  sets tentative talks on strike,0
southern air sues miami tv station,0
phelps dodge seeks to diversify more from copper,0
ec watching gulf war developments,0
"fcc grants license, clears way for sale",0
ball corp  completes acquisition,0
sec says company inflated 1982/83 income,0
concern in brazil over volcker departure,0
alberta seeding virtually complete,0
"ford  hails volker, greenspan",0
n.z. april current account deficit narrows,0
strong demand for peru bismuth in jan/may,0
allergy gets grant to develop interleukin kit,0
floating point  cuts workforce,0
freedom  to recognize gain on unit sale,3
u.s. meat industry launches campaign in japan,0
coors  sees lower second quarter,0
comp-u-card international inc  1st qtr,1
merchants  to report 2nd qtr loss,1
venezuelan aluminum firm to credits,0
u.s. house passes mideast gulf bill,0
firms awarded u.s. postal service awards,0
"volcker leaves void on ldc debt, bankers say",0
near term strength seen for currency futures,0
world bank suspends loans to peru - central bank,0
westpac drops new zealand indicator lending rate,0
bank of japan intervened buying small amount of dollars at 142.85 yen - dealers,0
daiwa singapore launches 100 mln dlr minebea bond,2
"matsushita in joint venture with ford, mazda",0
s. korean wholesale prices up 0.4 pct in may,0
ess0 lowers premium petrol pump price,0
matsushita brazil joint venture to make vtrs,0
brazil's economic plan may permit new debt talks,0
nakasone says dollar fall only temporary,0
blocked rhine navigation channel remains closed,0
w german ship hit during warsaw pact war games,0
hog and cattle slaughter guesstimates,0
israeli inflation 0.6 pct in may,0
cuba sugar harvest ends after long delays,0
dow chemical  raising latex additive prices,0
egypt submits identical bid in eep wheat tender,0
ec farm crisis likely to go to end-june summit,0
phonemate inc  relisted on nasdaq,0
"world fails africa on recovery, conference told",0
occidental  buys shell vinyl chloride unit,3
winter damage to polish rapeseed seen minor,0
"drought threatens famine, cocoa damage in ghana",0
lewis galoob  cleared for nyse listing,0
concentration of zinc industry seen continuing,0
reichhold  unit hikes prices on products,3
int'l phoenix energy  joins gold venture,0
int'l phoenix energy  joins gold venture,0
basin pipeline reopens in u.s. southwest,0
amax inc  uses pond system for magnesium,0
"japan buys up to 5,000 tonnes canadian rapeseed",0
"olin , nippon-gakki's yamaha in pact",0
spain comes out against ec fats tax,0
olin nippon-gakki's yamaha in pact,0
caobisco condemns ec oils and fats tax proposal,0
iso defers debate on budget contributions,0
poor rainfall may hit ivory coast cocoa - trade,0
amoco  to build taiwan chemical plant,0
ec official warns u.s. on unilateral trade moves,0
tunisia sets soft wheat buying tender on june 16,0
"premiers, governors push east coast development",0
usx /worthington plant reaches design levels,0
germany plans to rush special credits to farmers,0
baker says dollar drop would be counterproductive,0
hedgers increase share of u.s. crude oil futures,0
bear automotive  to trade on nasdaq,0
german steel industry to seek lay-off funds,0
"no yield damage yet in u.s. corn, beans - usda",0
hot weather pushes cbt grains to new highs,0
spendthrift  removed from amex,0
noranda  in talks with brunswick miners,0
cominco  talks still stalled,0
more eep wheat for west african countries-usda,0
noranda in talks with brunswick lead-zinc miners,0
three u.s. exchanges vie for gold,0
cominco strike talks still stalled,0
ascs takes steps to ease sales of ccc soybeans,0
reagan sends kuwaiti plan to congress,0
ecuador accepts exploration bids,0
ec considers new proposals to end farm deadlock,0
study says u.s. employment not jeopardized by border plants,0
japan ministry says dollar should be above 170 yen,0
miyazawa says japanese economy bottomed out,0
taiwan issues more cds to curb money supply growth,0
keating revises 1986/87 australia payments deficit,0
panama canal unaffected by political protest,0
"taiwan, uruguay in price dispute over soybeans",0
"summit deepens imf coordination role,official says",0
taiwan raises sugar output target for 1987/88,0
mim raises copper prices by 20 dollars,0
"japan buys 50,000 tonnes of canadian rapeseed",0
south korean 1986 energy use rises nine pct,0
japan gnp rises 1.2 pct in january/march,0
credit industriel launches mark floating rate note,0
dowty to buy boeing unit for 42.5 mln dlrs,2
"taiwan mission to buy 410,000 bales u.s. cotton",0
japan may money supply up 10.2 pct,0
valin pollin buys u.s. carter organisation,0
china gives final 1986 budget deficit,0
japan truck makers to curb exports to north korea,0
dutch retailer vendex delays flotation until 1990,0
shultz sees golden future for philippines,0
asean sees closer economic ties with japan,0
mitsubishi heavy builds energy-saving tanker,0
bank of japan may expand broker call market,0
pasco corp issues 85 mln dlr equity warrant bond,2
"africa unable to pay its debts, oau chief says",0
opec official says cartel has regained leadership,0
italian election results boost share prices,0
toyota likely to issue 800 mln dlr warrant bond,2
olympic co issues 50 mln swiss franc warrant notes,2
bundesbank may lift veto on ecu use - sources,0
ec issues 500 mln french franc 10 year bond,2
swedish industrial production rises in april,0
japan officials say worst may be over for economy,0
german steel industry seeks lay-off funds,0
zinc concentrate supply shortfall seen in 1988,0
italian wholesale prices up 0.5 pct in april,0
indonesia seeks to increase sugar output,0
japan has no plans to liberalise farm market,0
taiwan parliament backs free capital outflows,0
major european zinc smelter merger seen by 1990,0
u.s. housing starts fell 2.7 pct in may,0
ec commission modifies oils tax plan,0
citibank lowers australian prime rate to 16 pct,0
china moves to stabilise world tungsten prices,0
australia's ansett to take 20 pct of america west,0
australian election campaign focusses on tax cuts,0
aides urge s. korea's chun to open talks - radio,0
japan foreign shipbuilding orders fall in may,0
first city bancorp holds talks on raising capital,0
shultz predicts rapid narrowing of u.s. trade gap,0
barclays sees growth in travellers cheques,0
aegon nv issues 100 mln dlr eurobond,2
japanese vehicle exports fall in may,0
hong kong's dairy farm says it bids for 22 pct of kwik,0
save for 146.6 mln stg,2
uae leaders reject overthrow of sharjah ruler,0
marubeni corp awarded sri lankan telecom tender,0
dairy farm bids 146.6 mln stg for 22 pct kwik save,2
singapore petroleum co raises oil product postings,0
mazda motor corp,0
japan 1986/87 compound feed output up 2.3 pct,0
berisford lifts first half profit 2.5 mln stg,2
n.z. government forecasts budget surplus 379 mln dlrs vs,2
1.95 billion deficit,0
new bangladesh law allows state firm share sales,0
"new zealand to repay 600 mln dlrs foreign debt, minister",2
says,0
south african m-3 april growth revised upward,0
commonwealth bank cuts australian split prime,0
australia to produce silver and platinum coins,0
s.korea sees gnp growth more than 10 pct this year,0
new zealand forecasts 379 mln dlr budget surplus,2
british telecom pretax profit rises 11.7 pct to 2.07,0
billion stg in yr to end-march,0
australian crude output falls in first nine months,0
new zealand to repay up to 600 mln dlrs of debt,2
british telecom raises 1986/87 profit 11.7 pct,0
austrian current surplus grows in four months,0
johnson matthey raise pretax profits by 67.8 pct,0
n.zealand debt program revised on budget surplus,0
berisford six pct profit rise maintains momentum,0
canadian mines agree to cut coal price,0
bank of japan to sell 200 billion yen in bills,0
volvo to be listed on swiss bourses,0
dairy farm gets 1.2 billion h.k. dlr loan,0
government to sell 25 pct of air new zealand,0
alcan australia seeks 100 mln dlr facility,2
bet pretax profit 157.4 mln stg vs 124.6 in year to,2
end-march,0
japan finishing up work on supplementary budget,0
s. african producer price inflation rises in april,0
bank of finland predicts 1987 investment surge,0
bet says results show strategy is working,0
ec farm ministers end meeting without price accord,0
new zealand to close tax loopholes,0
london international raise profits by 3.05 mln,2
indian development bank to raise 10 billion yen,0
new zealand tax imputation system by 1988/89,0
toyota and nissan exports fall in may,0
belgium cuts three month treasury certificate rate 0.10,0
points to 6.85 pct - official,0
"toshiba, sharp restrain lap-top pc exports to ec",0
belgium cuts treasury certificate rates,0
arab heavy term crude supplies to japan up in july,0
tehran withdraws more diplomats from britain,0
indonesia cuts july crude supplies to japan,0
french official reserves 420.50 billion francs in may vs,0
420.24 billion april - official,0
"vietnam parliament fires prime minister, president",0
mazda sees 50.8 pct drop in 1986/87 current profit,0
french official reserves rise in may,0
air new zealand welcomes government share sale,0
yugoslavia signs for 550 mln ecu loan,2
french state sell-offs raise 52 billion francs,0
fiji makes sugar payment to get harvest started,0
japan institutions eyeing t-bond investment warily,0
"uk may adjusted unemployment falls record 64,300 to 2.95",0
mln or 10.6 pct - official,2
"uk average earnings rose 6.5 pct in year to april,",0
underlying rise 7.75 pct - official,0
u.k. manufacturing wage costs rise 1.0 pct in year to,0
april (march 0.7 pct rise) - official,0
"u.k. april industrial output rises 0.3 pct, manufacturing",0
up 0.55 pct - official,0
"u.k. may adjusted m3 rises provisional 2.1 pct, m0 up 0.5",0
pct - bank of england,0
may ajusted sterling bank lending up 2.7 billion stg,0
after 1.5 billion in april - official,0
u.k. unemployment falls below three mln in may,2
u.k. earnings up underlying 7.75 pct in april,0
u.k. clearing bank lending rises sharply in may,0
investigators say air lanka losses devastating,0
"zurich favours tight ""money laundering"" law",0
taiwan to reopen tender for u.s. soybeans,0
amro lines up first guilder multi-option facility,0
honda exports fall in may,0
att/philips venture gets spanish govt approval,0
bankamerica asks japan banks to buy securities,0
citibank lowers australian prime rate to 16 pct,0
mazda exports fall in may,0
j. hardie says higher net reflects rationalisation,0
1988 french ministerial budgets frozen - sources,0
britain pulls out more diplomats from iran,0
u.s. senators propose ban on toshiba imports,0
chile signs debt rescheduling agreement,0
u.s treasury selling 24.25 billion dlrs of notes,0
four sugar cargoes sold to china yesterday -trade,0
tnp enterprises  unit to sell bonds,3
republic new york  adds to loan-loss,0
republic new york  affirmed by moody's,0
usx  offers convertible preferred,0
dairy farm suspends share trading in hong kong,0
james hardie industries ltd  yr to march,0
commonwealth bank cuts australian split prime,0
dutch parliament backs stand against oils tax,0
csr declares pioneer sugar bid unconditional,0
"sandvik, diamant boart finalise drills merger",0
canada sees global action to reduce farm subsidy,0
thomson grand public takes over thorn emi's audiovisual,0
division - thomson,0
thomson takes over thorn emi audiovisual,0
vessel lost in pacific was carrying lead,0
france's crh cancels two billion franc tap issue,0
dome  shareholder files class action suit,0
tnp enterprises  unit to sell bonds,3
jwt group  sues wpp group plc,0
jwt group  grants golden parachutes,0
unilever declines comment on gillette bid rumours,0
pefco sells notes via j.p. morgan securities,0
british telecom looks forward to more progress,0
exide sells 10-year senior subordinated notes,0
olin  subordinated notes yield 9.558 pct,0
fletcher challenge unit sells 10-year notes,3
mcdonnell douglas  gets big thai air order,0
commonwealth edison  sells seven-year bonds,0
service resources  ends sorg  bid,0
exide senior subordinated notes yield 13.01 pct,0
joy technologies sells 12-year debentures,0
salomon  sees lower 2nd qtr,1
thrifty rent-a-car in initial offering,0
halcyon has stake in research-cottrell,0
cullinet software inc  4th qtr earnings,1
allegis  meets with united employees group,0
usx  offers convertible preferred,0
marine midland  debt affirmed by moody's,0
nat west cuts mortgage rate for new borrowers,0
tpi enterprises  chairman in stock buy,0
u.s. budget compromise reached in congress,0
senator says reagan farm reform plans doomed,0
rpt - opposition to ec oils tax intact - minister,0
harcourt brace  calls special meeting,0
washington bancorp  adds to reserves,0
penwest inc  3rd qtr may 31 net,1
eib makes 300 mln franc loan to peugeot,2
rpt - european trade may propose new ico formula,0
first data management  completes merger,0
frost and sullivan inc  3rd qtr,1
frost/sullivan  officers to sell shares,0
poughkeepsie savings  sets first payout,0
indonesia rejects world bank farm reform proposals,0
culp inc  4th qtr may two net,1
chock full o' nuts  sets stock dividend,0
woodstream corp  sets quarterly,0
buell industries inc  sets quarterly,0
budget pact cuts u.s. farm funds 1.25 billion dlrs,0
